	leiden_v1_r0.5	leiden_v2_r0.7	celltype1	celltype2	manual_annotation
fbxl7	5	3	pharyngeal_arches	heart_myocardium	unassigned
si:dkey-174m14.3	9	12	enteric_neurons	hindbrain	unassigned
cadm2a	4	1	hindbrain	midbrain_hindbrain_boundary	unassigned
chia.1	0	1	enteric_neurons	differentiating_neurons	unassigned
nat16	1	0	differentiating_neurons	muscle	unassigned
cnksr1	2	9	epidermis	endocrine_pancreas	unassigned
rgma	1	0	notochord	fast_muscle	unassigned
actn1	5	3	epidermis	lateral_plate_mesoderm	unassigned
ccl34b.1	5	3	hematopoietic_vasculature	tail_bud	unassigned
magixb	0	1	differentiating_neurons	enteric_neurons	unassigned
si:ch211-157b11.8	2	9	endocrine_pancreas	endoderm	unassigned
myf6	6	5	PSM	muscle	unassigned
pimr160.2	7	8	hindbrain	neural_telencephalon	unassigned
CR381686.5	6	5	muscle	fast_muscle	unassigned
dachc	1	3	lateral_plate_mesoderm	pharyngeal_arches	unassigned
frzb	3	4	hatching_gland	endoderm	unassigned
sema3aa	1	0	endocrine_pancreas	NMPs	unassigned
lmbr1l	3	4	PSM	tail_bud	unassigned
col19a1	6	5	muscle	somites	unassigned
sytl3	7	8	neural_crest	hatching_gland	unassigned
aopep	3	4	NMPs	endoderm	unassigned
mrc1a	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
fgf11a	5	3	endoderm	pronephros	unassigned
slc8a4a	0	1	enteric_neurons	fast_muscle	unassigned
cdc42ep3	5	3	epidermis	fast_muscle	unassigned
emilin1a	0	2	midbrain_hindbrain_boundary	lateral_plate_mesoderm	unassigned
hmx4	0	2	optic_cup	enteric_neurons	unassigned
cx36.7	5	3	heart_myocardium	hematopoietic_vasculature	unassigned
fstl1b	1	0	notochord	muscle	unassigned
si:dkey-234i14.14	7	8	neural_crest	enteric_neurons	unassigned
ACTC1	6	5	muscle	fast_muscle	unassigned
fmn1	2	6	hatching_gland	PSM	unassigned
ccnb1	1	11	pronephros	enteric_neurons	unassigned
arhgef25b	5	3	epidermis	heart_myocardium	unassigned
dbx1a	0	2	neural_telencephalon	spinal_cord	unassigned
si:dkey-88l16.5	3	4	hatching_gland	endocrine_pancreas	unassigned
meox1	3	4	somites	PSM	unassigned
ppargc1a	3	4	muscle	PSM	unassigned
vax1	0	2	neural_optic	neural_telencephalon	unassigned
BX465198.2	1	0	pharyngeal_arches	muscle	unassigned
armc4	7	13	floor_plate	notochord	unassigned
ect2	1	0	hematopoietic_vasculature	neural	unassigned
s1pr2	1	0	lateral_plate_mesoderm	midbrain_hindbrain_boundary	unassigned
sgsm2	0	1	pronephros	NMPs	unassigned
erbb3a	2	9	endocrine_pancreas	endoderm	unassigned
ttn.1	6	5	muscle	fast_muscle	unassigned
ephb6	0	2	optic_cup	enteric_neurons	unassigned
adamts2	1	0	epidermis	notochord	unassigned
syt5b	7	8	lateral_plate_mesoderm	neural_telencephalon	unassigned
adra2c	0	1	enteric_neurons	endoderm	unassigned
si:ch211-169p10.1	6	5	somites	endocrine_pancreas	unassigned
mink1	5	3	muscle	PSM	unassigned
egfl6	1	0	neural_posterior	neural_floor_plate	unassigned
npnta	2	9	endocrine_pancreas	hematopoietic_vasculature	unassigned
tshz1	1	0	neurons	neural_posterior	unassigned
ptprsa.1	1	0	enteric_neurons	differentiating_neurons	unassigned
sptlc3	2	9	endoderm	pronephros	unassigned
aplp1	2	6	hatching_gland	enteric_neurons	unassigned
ptpreb	6	5	muscle	fast_muscle	unassigned
stard10	2	6	hatching_gland	endocrine_pancreas	unassigned
ikzf1	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
prdm12b	0	2	midbrain_hindbrain_boundary	neural_posterior	unassigned
nsg2	0	1	differentiating_neurons	enteric_neurons	unassigned
col11a1a	5	3	notochord	pharyngeal_arches	unassigned
ppfibp2a	0	3	muscle	pharyngeal_arches	unassigned
vrtn	3	4	tail_bud	NMPs	unassigned
psda	4	7	NMPs	hematopoietic_vasculature	unassigned
sh3bp4	5	3	hematopoietic_vasculature	heart_myocardium	unassigned
mtss1la	0	2	enteric_neurons	differentiating_neurons	unassigned
her1	3	4	PSM	tail_bud	unassigned
rnf41l	6	5	muscle	fast_muscle	unassigned
cpne5b	1	0	differentiating_neurons	PSM	unassigned
si:ch211-113a14.24	1	0	neural_telencephalon	neural_posterior	unassigned
gadd45bb	3	4	somites	epidermis	unassigned
spint1a	2	9	epidermis	endocrine_pancreas	unassigned
klhl40a	6	5	muscle	fast_muscle	unassigned
cart3	0	2	optic_cup	neural_optic	unassigned
map7d1a	1	0	neurons	neural_posterior	unassigned
ralgapa2	1	0	enteric_neurons	hematopoietic_vasculature	unassigned
si:dkey-246i14.3	5	3	midbrain_hindbrain_boundary	endoderm	unassigned
fibinb	5	3	notochord	pharyngeal_arches	unassigned
ttll7	0	2	differentiating_neurons	enteric_neurons	unassigned
six1a	5	3	lateral_plate_mesoderm	pharyngeal_arches	unassigned
pleca	1	0	endocrine_pancreas	endoderm	unassigned
dlgap1b	3	4	muscle	PSM	unassigned
itga3a	2	9	notochord	endoderm	unassigned
pstpip2	3	4	PSM	muscle	unassigned
alad	4	7	hemangioblasts	hematopoietic_vasculature	unassigned
calm1b	0	2	NMPs	spinal_cord	unassigned
osbpl10b	1	0	neural	pharyngeal_arches	unassigned
shroom4	1	0	neural_floor_plate	neural	unassigned
ptprja	4	7	hemangioblasts	pronephros	unassigned
plxna1a	0	2	neural_telencephalon	midbrain_hindbrain_boundary	unassigned
DOCK4	0	1	differentiating_neurons	enteric_neurons	unassigned
si:ch211-199i15.5	6	5	fast_muscle	heart_myocardium	unassigned
prkd1	7	8	PSM	neural_optic	unassigned
tmem108	1	2	heart_myocardium	hematopoietic_vasculature	unassigned
sv2ca	0	1	endoderm	differentiating_neurons	unassigned
angpt2b	5	3	pharyngeal_arches	lateral_plate_mesoderm	unassigned
ccdc13	7	13	NMPs	floor_plate	unassigned
plekhg7	1	0	notochord	neural_posterior	unassigned
unc5da	8	10	notochord	muscle	unassigned
cyldb	9	12	differentiating_neurons	neural_floor_plate	unassigned
ppfia3	0	1	differentiating_neurons	spinal_cord	unassigned
vgll3	7	8	neural_floor_plate	fast_muscle	unassigned
si:rp71-80o10.4	4	1	pronephros	hatching_gland	unassigned
mapta	8	10	lateral_plate_mesoderm	notochord	unassigned
shdb	1	0	tail_bud	PSM	unassigned
irx6a	0	1	heart_myocardium	enteric_neurons	unassigned
ampd3b	4	7	endocrine_pancreas	hatching_gland	unassigned
col8a2	4	7	hematopoietic_vasculature	PSM	unassigned
nav3	5	3	endoderm	endocrine_pancreas	unassigned
abi3bpb	7	8	somites	epidermis	unassigned
si:ch211-218g4.2	6	5	somites	muscle	unassigned
ANPEP.1	2	9	endoderm	endocrine_pancreas	unassigned
si:dkey-12l12.1	8	10	notochord	midbrain_hindbrain_boundary	unassigned
itga3b	5	3	notochord	epidermis	unassigned
ccka	0	1	neural_telencephalon	muscle	unassigned
si:ch211-13k12.2	1	0	neural	optic_cup	unassigned
tnnt2e	8	10	hematopoietic_vasculature	notochord	unassigned
pdzd7a	2	6	hindbrain	hematopoietic_vasculature	unassigned
errfi1a	5	3	endocrine_pancreas	endoderm	unassigned
st14a	2	9	epidermis	endocrine_pancreas	unassigned
bmp5	0	2	enteric_neurons	lateral_plate_mesoderm	unassigned
im:7150988	1	4	enteric_neurons	NMPs	unassigned
eya2	5	3	lateral_plate_mesoderm	pharyngeal_arches	unassigned
BX649468.1	4	1	PSM	tail_bud	unassigned
adamts9	1	0	optic_cup	pronephros	unassigned
limch1b	1	3	neural_telencephalon	endocrine_pancreas	unassigned
ANGPTL2	6	5	somites	fast_muscle	unassigned
tbx4	0	2	optic_cup	neural_telencephalon	unassigned
sim1a	7	13	pronephros	somites	unassigned
antxr1c	1	0	spinal_cord	neurons	unassigned
pimr46	8	10	endoderm	notochord	unassigned
or111-5	8	10	neural	hatching_gland	unassigned
ca8	2	6	notochord	hatching_gland	unassigned
si:ch73-386h18.1	0	2	neural_posterior	midbrain_hindbrain_boundary	unassigned
cryba1l1	0	6	neural_optic	neural_posterior	unassigned
tln2b	5	3	neural_crest	heart_myocardium	unassigned
tyrp1b	4	2	lateral_plate_mesoderm	optic_cup	unassigned
capgb	5	3	hematopoietic_vasculature	lateral_plate_mesoderm	unassigned
mpp7a	0	2	hindbrain	notochord	unassigned
gpr27	0	1	differentiating_neurons	enteric_neurons	unassigned
reep6	2	6	hatching_gland	muscle	unassigned
gpr174	4	7	hatching_gland	hematopoietic_vasculature	unassigned
cpeb4b	1	0	hatching_gland	notochord	unassigned
fzd10	1	0	tail_bud	PSM	unassigned
mrtfab	1	0	muscle	epidermis	unassigned
evx2	0	1	NMPs	tail_bud	unassigned
tmem45b	2	9	endoderm	enteric_neurons	unassigned
limk1b	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
pax7a	0	2	midbrain_hindbrain_boundary	hindbrain	unassigned
si:dkey-200l5.4	2	6	hatching_gland	hemangioblasts	unassigned
fhl2a	0	2	enteric_neurons	heart_myocardium	unassigned
tmem176l.2	9	12	hematopoietic_vasculature	neural_telencephalon	unassigned
myh6	5	3	heart_myocardium	neural_posterior	unassigned
cracr2b	5	3	heart_myocardium	hatching_gland	unassigned
trpc5a	0	1	differentiating_neurons	notochord	unassigned
hoxa9a	3	4	NMPs	spinal_cord	unassigned
fkbp9	1	0	notochord	lateral_plate_mesoderm	unassigned
carmil2	0	1	enteric_neurons	differentiating_neurons	unassigned
wwc3	1	0	hematopoietic_vasculature	lateral_plate_mesoderm	unassigned
PLEKHH3	1	0	notochord	hematopoietic_vasculature	unassigned
meis2a	0	2	neurons	neural_posterior	unassigned
kif1aa	1	4	enteric_neurons	differentiating_neurons	unassigned
slc6a8	6	5	muscle	fast_muscle	unassigned
tjp1b	1	0	heart_myocardium	muscle	unassigned
tshz3a	7	8	neural_floor_plate	neural	unassigned
si:ch211-137a8.2	2	6	hatching_gland	neurons	unassigned
adra2da	8	10	notochord	NMPs	unassigned
l1camb	0	1	enteric_neurons	differentiating_neurons	unassigned
barhl2	7	2	floor_plate	neural_telencephalon	unassigned
cabp2b	2	9	epidermis	endocrine_pancreas	unassigned
gabrg1	0	1	differentiating_neurons	enteric_neurons	unassigned
si:ch211-194m7.3	4	2	enteric_neurons	somites	unassigned
fgf20a	8	10	notochord	muscle	unassigned
sema3gb	0	2	neurons	notochord	unassigned
pde4a	1	8	hindbrain	differentiating_neurons	unassigned
cldn5b	4	7	hematopoietic_vasculature	neural	unassigned
rnd1b	1	2	neural_floor_plate	neural_posterior	unassigned
PAMR1	0	1	lateral_plate_mesoderm	somites	unassigned
lims2	6	5	muscle	fast_muscle	unassigned
cyp46a1.2	4	7	epidermis	hemangioblasts	unassigned
emx2	0	2	neural_telencephalon	epidermis	unassigned
hist1h2a10.1	1	0	neural_floor_plate	tail_bud	unassigned
pcolcea	5	3	pharyngeal_arches	heart_myocardium	unassigned
ptprnb	0	2	floor_plate	midbrain_hindbrain_boundary	unassigned
dgkzb	3	0	epidermis	hindbrain	unassigned
colec12	5	3	pharyngeal_arches	lateral_plate_mesoderm	unassigned
dclk1a	1	0	differentiating_neurons	enteric_neurons	unassigned
ptprea	1	0	hematopoietic_vasculature	hatching_gland	unassigned
btbd11b	5	3	pharyngeal_arches	epidermis	unassigned
il16	7	8	endoderm	neural_crest	unassigned
chrnd	6	5	muscle	fast_muscle	unassigned
her9	1	11	neural	neural_telencephalon	unassigned
rgmb	1	0	notochord	somites	unassigned
drll.1	4	7	hemangioblasts	hematopoietic_vasculature	unassigned
ppp1r1c	0	1	enteric_neurons	notochord	unassigned
rarga	3	4	tail_bud	NMPs	unassigned
CR356242.1	0	1	differentiating_neurons	neural_floor_plate	unassigned
ankrd24	0	1	enteric_neurons	lateral_plate_mesoderm	unassigned
rap1gap2b	4	7	hemangioblasts	hatching_gland	unassigned
vasnb	1	0	endocrine_pancreas	optic_cup	unassigned
slc29a1b	4	7	hemangioblasts	hematopoietic_vasculature	unassigned
pdzrn3a	2	6	hatching_gland	notochord	unassigned
nxn	1	0	neurons	neural_telencephalon	unassigned
rbms1a	3	4	hematopoietic_vasculature	lateral_plate_mesoderm	unassigned
nhsl1a	5	3	lateral_plate_mesoderm	pharyngeal_arches	unassigned
lrp8	1	0	hatching_gland	neural_telencephalon	unassigned
hoxc11a	3	4	NMPs	tail_bud	unassigned
dcaf6	1	5	muscle	hematopoietic_vasculature	unassigned
adam28	2	9	epidermis	muscle	unassigned
apba2b	0	1	differentiating_neurons	endocrine_pancreas	unassigned
en1b	0	2	midbrain_hindbrain_boundary	differentiating_neurons	unassigned
ncanb	0	1	enteric_neurons	differentiating_neurons	unassigned
pou6f2	0	1	enteric_neurons	differentiating_neurons	unassigned
mavs	9	12	pronephros	endoderm	unassigned
snrnp70	1	11	neural_telencephalon	hematopoietic_vasculature	unassigned
SLA	7	8	hematopoietic_vasculature	lateral_plate_mesoderm	unassigned
col4a5	1	0	neural_posterior	midbrain_hindbrain_boundary	unassigned
spaw	3	4	tail_bud	muscle	unassigned
cav2	8	10	NMPs	notochord	unassigned
tnfaip8l3	3	4	spinal_cord	notochord	unassigned
myoz2b	6	5	muscle	fast_muscle	unassigned
map3k9	0	1	differentiating_neurons	enteric_neurons	unassigned
eno4	0	2	optic_cup	notochord	unassigned
irx7	3	4	pharyngeal_arches	endocrine_pancreas	unassigned
FLNB	2	9	endocrine_pancreas	endoderm	unassigned
rorab	0	2	hatching_gland	optic_cup	unassigned
aldocb	0	2	hindbrain	midbrain_hindbrain_boundary	unassigned
baiap3	3	4	muscle	tail_bud	unassigned
pcdh1a4	0	1	enteric_neurons	differentiating_neurons	unassigned
foxd1	0	2	optic_cup	pharyngeal_arches	unassigned
si:dkey-83m22.7	7	8	endocrine_pancreas	enteric_neurons	unassigned
sptb	4	7	hemangioblasts	notochord	unassigned
map2	0	1	neural_telencephalon	differentiating_neurons	unassigned
tlx3b	0	1	enteric_neurons	differentiating_neurons	unassigned
lamb2	6	5	muscle	heart_myocardium	unassigned
dennd2da	0	2	epidermis	neural_floor_plate	unassigned
sox1b	0	2	neural_optic	neural_telencephalon	unassigned
igf2bp2a	0	2	endocrine_pancreas	pharyngeal_arches	unassigned
bcl11ba	0	2	neural_optic	epidermis	unassigned
mmrn2a	1	0	hematopoietic_vasculature	somites	unassigned
aspm	1	11	neural_telencephalon	neural_posterior	unassigned
actn3b	6	5	muscle	notochord	unassigned
kif19	2	6	hatching_gland	muscle	unassigned
fibina	5	3	lateral_plate_mesoderm	pharyngeal_arches	unassigned
hmgcs1	1	0	epidermis	neural_telencephalon	unassigned
nalcn	0	1	muscle	differentiating_neurons	unassigned
ak7a	7	13	spinal_cord	NMPs	unassigned
pitx3	5	3	lateral_plate_mesoderm	pharyngeal_arches	unassigned
bmpr2b	1	0	NMPs	hatching_gland	unassigned
elavl3	0	1	enteric_neurons	differentiating_neurons	unassigned
fgf11b	2	12	endocrine_pancreas	lateral_plate_mesoderm	unassigned
twist1b	5	3	pharyngeal_arches	neural	unassigned
SYT2	0	1	hindbrain	differentiating_neurons	unassigned
fn1b	3	4	tail_bud	PSM	unassigned
ret	0	1	differentiating_neurons	neural_telencephalon	unassigned
si:dkey-117m1.4	1	0	endocrine_pancreas	notochord	unassigned
ccdc136b	6	5	muscle	fast_muscle	unassigned
lft2	7	8	neural_telencephalon	floor_plate	unassigned
mafa	4	7	hematopoietic_vasculature	neural	unassigned
fam163ba	8	10	differentiating_neurons	tail_bud	unassigned
rnf165a	1	0	fast_muscle	enteric_neurons	unassigned
dnase1l1	2	6	hatching_gland	endocrine_pancreas	unassigned
zgc:153372	0	2	heart_myocardium	pronephros	unassigned
SLC6A13	6	5	pharyngeal_arches	somites	unassigned
hbbe3	4	7	hemangioblasts	muscle	unassigned
fez1	0	1	differentiating_neurons	enteric_neurons	unassigned
cacna2d1a	6	5	muscle	fast_muscle	unassigned
igfn1.1	2	6	muscle	notochord	unassigned
ccdc88c	1	0	neural_telencephalon	neurons	unassigned
rps27l	1	11	hemangioblasts	NMPs	unassigned
usp43b	2	6	hatching_gland	heart_myocardium	unassigned
ror2	3	4	tail_bud	endoderm	unassigned
hoxb5b	3	4	spinal_cord	tail_bud	unassigned
sox5	1	0	PSM	neural_crest	unassigned
si:dkey-76k16.6	2	6	hatching_gland	hematopoietic_vasculature	unassigned
CU179699.1	7	8	pharyngeal_arches	neural_posterior	unassigned
slc43a2b	5	3	endoderm	spinal_cord	unassigned
si:ch73-208g10.1	8	10	notochord	heart_myocardium	unassigned
hey1	6	5	somites	fast_muscle	unassigned
arhgdig	0	2	hematopoietic_vasculature	epidermis	unassigned
krt5	3	4	epidermis	endocrine_pancreas	unassigned
rbm38	3	4	tail_bud	NMPs	unassigned
ets1	4	7	neural_crest	hemangioblasts	unassigned
pcdh1g1	0	1	differentiating_neurons	neural_floor_plate	unassigned
col11a1b	5	3	pharyngeal_arches	lateral_plate_mesoderm	unassigned
plxnb1a	1	0	hatching_gland	differentiating_neurons	unassigned
plk3	1	0	hemangioblasts	somites	unassigned
dpp6a	0	1	neural_optic	differentiating_neurons	unassigned
BX248122.1	3	4	tail_bud	NMPs	unassigned
itgb2	4	7	hematopoietic_vasculature	enteric_neurons	unassigned
egf	8	10	notochord	neural_posterior	unassigned
TMEM132C	8	10	hatching_gland	fast_muscle	unassigned
cdc14b	1	0	neural_floor_plate	lateral_plate_mesoderm	unassigned
mdka	0	2	neural_optic	midbrain_hindbrain_boundary	unassigned
smpx	6	5	muscle	heart_myocardium	unassigned
scg2b	0	1	enteric_neurons	differentiating_neurons	unassigned
CABZ01077956.1	7	9	epidermis	neural_crest	unassigned
SBNO2	2	6	hatching_gland	hematopoietic_vasculature	unassigned
irs2b	0	1	enteric_neurons	differentiating_neurons	unassigned
si:ch73-127m5.1	0	1	differentiating_neurons	enteric_neurons	unassigned
si:dkey-102c8.3	2	9	epidermis	hemangioblasts	unassigned
stox2a	2	6	hatching_gland	neural_posterior	unassigned
lbx1a	0	1	differentiating_neurons	neurons	unassigned
cdh11	1	11	lateral_plate_mesoderm	heart_myocardium	unassigned
esrrgb	2	9	endocrine_pancreas	enteric_neurons	unassigned
sst1.2	0	2	neural_telencephalon	endoderm	unassigned
osbpl9	1	0	hemangioblasts	pharyngeal_arches	unassigned
moxd1	2	9	epidermis	muscle	unassigned
asap2b	2	9	epidermis	hatching_gland	unassigned
prom2	2	6	NMPs	hatching_gland	unassigned
ptmab	1	11	spinal_cord	NMPs	unassigned
wnt5b	3	4	NMPs	tail_bud	unassigned
prkceb	5	3	hematopoietic_vasculature	hemangioblasts	unassigned
zgc:193726	2	9	endoderm	hematopoietic_vasculature	unassigned
bicd1a	0	2	neurons	neural_posterior	unassigned
rnd3a	1	0	fast_muscle	somites	unassigned
rapgefl1	3	4	endocrine_pancreas	hematopoietic_vasculature	unassigned
tjp3	2	6	hatching_gland	endocrine_pancreas	unassigned
nlgn3a	0	1	differentiating_neurons	hindbrain	unassigned
zgc:158328	3	4	somites	notochord	unassigned
ccl25b	5	3	lateral_plate_mesoderm	pharyngeal_arches	unassigned
sh2d3ca	0	2	hindbrain	heart_myocardium	unassigned
disc1	8	10	notochord	neural_crest	unassigned
lrrc30a	6	5	lateral_plate_mesoderm	fast_muscle	unassigned
elovl8a	8	10	midbrain_hindbrain_boundary	pronephros	unassigned
si:ch211-284e13.4	9	12	differentiating_neurons	enteric_neurons	unassigned
bcr	1	0	differentiating_neurons	hematopoietic_vasculature	unassigned
ypel2a	0	1	enteric_neurons	fast_muscle	unassigned
CCKAR	2	9	endocrine_pancreas	endoderm	unassigned
sfrp2	7	8	neurons	neural_crest	unassigned
ralyl	2	9	neural	hindbrain	unassigned
pdx1	2	9	endocrine_pancreas	endoderm	unassigned
rbfox1	0	1	enteric_neurons	differentiating_neurons	unassigned
mtnr1aa	2	6	hatching_gland	muscle	unassigned
synpo2lb	6	5	muscle	heart_myocardium	unassigned
slc1a6	7	8	hindbrain	NMPs	unassigned
slc7a7	1	0	pharyngeal_arches	floor_plate	unassigned
hoxb1b	3	4	spinal_cord	differentiating_neurons	unassigned
PTCHD3	2	9	endoderm	enteric_neurons	unassigned
igfbp1a	0	2	neural_telencephalon	PSM	unassigned
pvalb1	4	2	enteric_neurons	endoderm	unassigned
si:ch73-86n18.1	5	3	pharyngeal_arches	lateral_plate_mesoderm	unassigned
fam20ca	0	1	differentiating_neurons	spinal_cord	unassigned
zgc:112332	5	3	notochord	neurons	unassigned
foxg1d	0	1	optic_cup	muscle	unassigned
cdh6	1	0	endoderm	endocrine_pancreas	unassigned
clstn2	0	1	notochord	enteric_neurons	unassigned
sorcs2	1	1	endoderm	pronephros	unassigned
si:ch211-250g4.3	4	7	hemangioblasts	hematopoietic_vasculature	unassigned
gabrb3	7	8	hindbrain	enteric_neurons	unassigned
rem2	2	9	muscle	tail_bud	unassigned
pdlim3b	6	5	NMPs	muscle	unassigned
gab2	1	0	hematopoietic_vasculature	hatching_gland	unassigned
insm1b	0	1	enteric_neurons	differentiating_neurons	unassigned
pou5f3	3	4	spinal_cord	neural_floor_plate	unassigned
dnase1l4.2	4	7	hemangioblasts	epidermis	unassigned
foxo3b	1	0	fast_muscle	somites	unassigned
sema3h	6	5	muscle	tail_bud	unassigned
nocta	2	6	hatching_gland	enteric_neurons	unassigned
otofa	0	1	enteric_neurons	pharyngeal_arches	unassigned
trhra	2	6	hatching_gland	lateral_plate_mesoderm	unassigned
gnat2	7	8	heart_myocardium	hematopoietic_vasculature	unassigned
RNF14	1	0	notochord	floor_plate	unassigned
snrpb	1	11	hatching_gland	somites	unassigned
ca7	9	12	muscle	PSM	unassigned
slc6a6b	6	5	endoderm	muscle	unassigned
bicc2	0	2	spinal_cord	neural_posterior	unassigned
rab3da	2	6	hatching_gland	differentiating_neurons	unassigned
aplnra	3	4	lateral_plate_mesoderm	pharyngeal_arches	unassigned
hoxd12a	3	4	NMPs	tail_bud	unassigned
nitr11a	7	8	muscle	enteric_neurons	unassigned
ddx24	1	11	hemangioblasts	PSM	unassigned
LECT2	2	9	epidermis	hematopoietic_vasculature	unassigned
map1ab	0	1	differentiating_neurons	enteric_neurons	unassigned
doc2b	5	3	muscle	neural_telencephalon	unassigned
klhl5	2	6	hatching_gland	NMPs	unassigned
scin	2	6	hatching_gland	notochord	unassigned
pcdhb	0	1	differentiating_neurons	enteric_neurons	unassigned
pla2g4aa	2	9	epidermis	hemangioblasts	unassigned
SSBP4	1	0	spinal_cord	neural_telencephalon	unassigned
pax2a	1	0	midbrain_hindbrain_boundary	pronephros	unassigned
rapgef5b	1	0	endocrine_pancreas	notochord	unassigned
jag2b	1	2	midbrain_hindbrain_boundary	neural_floor_plate	unassigned
si:dkey-117n7.4	1	8	neurons	neural_posterior	unassigned
cspg4	1	0	lateral_plate_mesoderm	neural_crest	unassigned
phox2a	7	8	neural_floor_plate	differentiating_neurons	unassigned
cacng1a	6	5	muscle	fast_muscle	unassigned
plcl1	8	10	notochord	NMPs	unassigned
epas1a	1	0	epidermis	hematopoietic_vasculature	unassigned
col28a2a	0	2	spinal_cord	epidermis	unassigned
